id,type,book,chapter,verse,text,normalized_text
7701,verse,1 Samuel,18,24,"जब शाऊल के कर्मचारियों ने उसे बताया, कि दाऊद ने ऐसी ऐसी बातें कहीं।","जब शाऊल के कर्मचारियों ने उसे बताया, कि दाऊद ने ऐसी ऐसी बातें कहीं।"
7702,verse,1 Samuel,18,25,"तब शाऊल ने कहा, तुम दाऊद से यों कहो, कि राजा कन्या का मोल तो कुछ नहीं चाहता, केवल पलिश्तियों की एक सौ खलडिय़ां चाहता है, कि वह अपने शत्रुओं से पलटा ले। शाऊल की मनसा यह थी, कि पलिश्तियों से दाऊद को मरवा डाले।","तब शाऊल ने कहा, तुम दाऊद से यों कहो, कि राजा कन्या का मोल तो कुछ नहीं चाहता, केवल पलिश्तियों की एक सौ खलडिय़ां चाहता है, कि वह अपने शत्रुओं से पलटा ले। शाऊल की मनसा यह थी, कि पलिश्तियों से दाऊद को मरवा डाले।"
7703,verse,1 Samuel,18,26,"जब उसके कर्मचारियों ने दाऊद से यह बातें बताईं, तब वह राजा का दामाद होने को प्रसन्न हुआ। जब ब्याह के दिन कुछ रह गए,","जब उसके कर्मचारियों ने दाऊद से यह बातें बताईं, तब वह राजा का दामाद होने को प्रसन्न हुआ। जब ब्याह के दिन कुछ रह गए,"
7704,verse,1 Samuel,18,27,"तब दाऊद अपने जनों को संग ले कर चला, और पलिश्तियों के दो सौ पुरूषों को मारा; तब दाऊद उनकी खलडिय़ों को ले आया, और वे राजा को गिन गिन कर दी गईं, इसलिये कि वह राजा का दामाद हो जाए। और शाऊल ने अपनी बेटी मीकल को उसे ब्याह दिया।","तब दाऊद अपने जनों को संग ले कर चला, और पलिश्तियों के दो सौ पुरूषों को मारा; तब दाऊद उनकी खलडिय़ों को ले आया, और वे राजा को गिन गिन कर दी गईं, इसलिये कि वह राजा का दामाद हो जाए। और शाऊल ने अपनी बेटी मीकल को उसे ब्याह दिया।"
7705,verse,1 Samuel,18,28,"जब शाऊल ने देखा, और निश्चय किया कि यहोवा दाऊद के साथ है, और मेरी बेटी मीकल उस से प्रेम रखती है,","जब शाऊल ने देखा, और निश्चय किया कि यहोवा दाऊद के साथ है, और मेरी बेटी मीकल उस से प्रेम रखती है,"
7706,verse,1 Samuel,18,29,तब शाऊल दाऊद से और भी डर गया। और शाऊल सदा के लिये दाऊद का बैरी बन गया॥,तब शाऊल दाऊद से और भी डर गया। और शाऊल सदा के लिये दाऊद का बैरी बन गया॥
7707,verse,1 Samuel,18,30,"फिर पलिश्तियों के प्रधान निकल आए, और जब जब वे निकल आए तब तब दाऊद ने शाऊल के और सब कर्मचारियों से अधिक बुद्धिमानी दिखाई; इस से उसका नाम बहुत बड़ा हो गया॥","फिर पलिश्तियों के प्रधान निकल आए, और जब जब वे निकल आए तब तब दाऊद ने शाऊल के और सब कर्मचारियों से अधिक बुद्धिमानी दिखाई; इस से उसका नाम बहुत बड़ा हो गया॥"
7708,verse,1 Samuel,19,1,और शाऊल ने अपने पुत्र योनातन और अपने सब कर्मचारियों से दाऊद को मार डालने की चर्चा की। परन्तु शाऊल का पुत्र योनातन दाऊद से बहुत प्रसन्न था।,और शाऊल ने अपने पुत्र योनातन और अपने सब कर्मचारियों से दाऊद को मार डालने की चर्चा की। परन्तु शाऊल का पुत्र योनातन दाऊद से बहुत प्रसन्न था।
7709,verse,1 Samuel,19,2,"और योनातन ने दाऊद को बताया, कि मेरा पिता तुझे मरवा डालना चाहता है; इसलिये तू बिहान को सावधान रहना, और किसी गुप्त स्थान में बैठा हुआ छिपा रहना;","और योनातन ने दाऊद को बताया, कि मेरा पिता तुझे मरवा डालना चाहता है; इसलिये तू बिहान को सावधान रहना, और किसी गुप्त स्थान में बैठा हुआ छिपा रहना;"
7710,verse,1 Samuel,19,3,और मैं मैदान में जहां तू होगा वहां जा कर अपने पिता के पास खड़ा हो कर उस से तेरी चर्चा करूंगा; और यदि मुझे कुछ मालूम हो तो तुझे बताऊंगा।,और मैं मैदान में जहां तू होगा वहां जा कर अपने पिता के पास खड़ा हो कर उस से तेरी चर्चा करूंगा; और यदि मुझे कुछ मालूम हो तो तुझे बताऊंगा।
7711,verse,1 Samuel,19,4,"और योनातन ने अपने पिता शाऊल से दाऊद की प्रशंसा करके उस से कहा, कि हे राजा, अपने दास दाऊद का अपराधी न हो; क्योंकि उसने तेरा कुछ अपराध नहीं किया, वरन उसके सब काम तेरे बहुत हित के हैं;","और योनातन ने अपने पिता शाऊल से दाऊद की प्रशंसा करके उस से कहा, कि हे राजा, अपने दास दाऊद का अपराधी न हो; क्योंकि उसने तेरा कुछ अपराध नहीं किया, वरन उसके सब काम तेरे बहुत हित के हैं;"
7712,verse,1 Samuel,19,5,"उसने अपने प्राण पर खेलकर उस पलिश्ती को मार डाला, और यहोवा ने समस्त इस्राएलियों की बड़ी जय कराई। इसे देखकर तू आनन्दित हुआ था; और तू दाऊद को अकारण मारकर निर्दोष के खून का पापी क्यों बने?","उसने अपने प्राण पर खेलकर उस पलिश्ती को मार डाला, और यहोवा ने समस्त इस्राएलियों की बड़ी जय कराई। इसे देखकर तू आनन्दित हुआ था; और तू दाऊद को अकारण मारकर निर्दोष के खून का पापी क्यों बने?"
7713,verse,1 Samuel,19,6,"तब शाऊल ने योनातन की बात मानकर यह शपथ खाई, कि यहोवा के जीवन की शपथ, दाऊद मार डाला न जाएगा।","तब शाऊल ने योनातन की बात मानकर यह शपथ खाई, कि यहोवा के जीवन की शपथ, दाऊद मार डाला न जाएगा।"
7714,verse,1 Samuel,19,7,"तब योनातन ने दाऊद को बुलाकर ये समस्त बातें उसको बताई। फिर योनातन दाऊद को शाऊल के पास ले गया, और वह पहिले की नाईं उसके साम्हने रहने लगा॥","तब योनातन ने दाऊद को बुलाकर ये समस्त बातें उसको बताई। फिर योनातन दाऊद को शाऊल के पास ले गया, और वह पहिले की नाईं उसके साम्हने रहने लगा॥"
7715,verse,1 Samuel,19,8,"तब फिर लड़ाई होने लगी; और दाऊद जा कर पलिश्तियों से लड़ा, और उन्हें बड़ी मार से मारा, और वे उसके साम्हने से भाग गए।","तब फिर लड़ाई होने लगी; और दाऊद जा कर पलिश्तियों से लड़ा, और उन्हें बड़ी मार से मारा, और वे उसके साम्हने से भाग गए।"
7716,verse,1 Samuel,19,9,"और जब शाऊल हाथ में भाला लिए हुए घर में बैठा था; और दाऊद हाथ से बजा रहा था, तब यहोवा की ओर से एक दुष्ट आत्मा शाऊल पर चढ़ा।","और जब शाऊल हाथ में भाला लिए हुए घर में बैठा था; और दाऊद हाथ से बजा रहा था, तब यहोवा की ओर से एक दुष्ट आत्मा शाऊल पर चढ़ा।"
7717,verse,1 Samuel,19,10,"और शाऊल ने चाहा, कि दाऊद को ऐसा मारे कि भाला उसे बेधते हुए भीत में धंस जाए; परन्तु दाऊद शाऊल के साम्हने से ऐसा हट गया कि भाला जा कर भीत ही में धंस गया। और दाऊद भागा, और उस रात को बच गया।","और शाऊल ने चाहा, कि दाऊद को ऐसा मारे कि भाला उसे बेधते हुए भीत में धंस जाए; परन्तु दाऊद शाऊल के साम्हने से ऐसा हट गया कि भाला जा कर भीत ही में धंस गया। और दाऊद भागा, और उस रात को बच गया।"
7718,verse,1 Samuel,19,11,"और शाऊल ने दाऊद के घर पर दूत इसलिये भेजे कि वे उसकी घात में रहें, और बिहान को उसे मार डालें, तब दाऊद की स्त्री मीकल ने उसे यह कहकर जताया, कि यदि तू इस रात को अपना प्राण न बचाए, तो बिहान को मारा जाएगा।","और शाऊल ने दाऊद के घर पर दूत इसलिये भेजे कि वे उसकी घात में रहें, और बिहान को उसे मार डालें, तब दाऊद की स्त्री मीकल ने उसे यह कहकर जताया, कि यदि तू इस रात को अपना प्राण न बचाए, तो बिहान को मारा जाएगा।"
7719,verse,1 Samuel,19,12,तब मीकल ने दाऊद को खिड़की से उतार दिया; और वह भाग कर बच निकला।,तब मीकल ने दाऊद को खिड़की से उतार दिया; और वह भाग कर बच निकला।
7720,verse,1 Samuel,19,13,"तब मीकल ने गृहदेवताओं को ले चारपाई पर लिटाया, और बकरियों के रोएं की तकिया उसके सिरहाने पर रखकर उन को वस्त्र ओढ़ा दिए।","तब मीकल ने गृहदेवताओं को ले चारपाई पर लिटाया, और बकरियों के रोएं की तकिया उसके सिरहाने पर रखकर उन को वस्त्र ओढ़ा दिए।"
7721,verse,1 Samuel,19,14,"जब शाऊल ने दाऊद को पकड़ लाने के लिये दूत भेजे, तब वह बोली, वह तो बीमार है।","जब शाऊल ने दाऊद को पकड़ लाने के लिये दूत भेजे, तब वह बोली, वह तो बीमार है।"
7722,verse,1 Samuel,19,15,"तब शाऊल ने दूतों को दाऊद के देखने के लिये भेजा, और कहा, उसे चारपाई समेत मेरे पास लाओ कि मैं उसे मार डालूं।","तब शाऊल ने दूतों को दाऊद के देखने के लिये भेजा, और कहा, उसे चारपाई समेत मेरे पास लाओ कि मैं उसे मार डालूं।"
7723,verse,1 Samuel,19,16,"जब दूत भीतर गए, तब क्या देखते हैं कि चारपाई पर गृहदेवता पड़े हैं, और सिरहाने पर बकरियों के रोएं की तकिया है।","जब दूत भीतर गए, तब क्या देखते हैं कि चारपाई पर गृहदेवता पड़े हैं, और सिरहाने पर बकरियों के रोएं की तकिया है।"
7724,verse,1 Samuel,19,17,"सो शाऊल ने मीकल से कहा, तू ने मुझे ऐसा धोखा क्योंदिया? तू ने मेरे शत्रु को ऐसा क्यों जाने दिया कि वह बच निकला है? मीकल ने शाऊल से कहा, उसने मुझ से कहा, कि मुझे जाने दे; मैं तुझे क्यों मार डालूं॥","सो शाऊल ने मीकल से कहा, तू ने मुझे ऐसा धोखा क्योंदिया? तू ने मेरे शत्रु को ऐसा क्यों जाने दिया कि वह बच निकला है? मीकल ने शाऊल से कहा, उसने मुझ से कहा, कि मुझे जाने दे; मैं तुझे क्यों मार डालूं॥"
7725,verse,1 Samuel,19,18,"और दाऊद भागकर बच निकला, और रामा में शमूएल के पास पहुंचकर जो कुछ शाऊल ने उस से किया था सब उसे कह सुनाया। तब वह और शमूएल जा कर नबायोत में रहने लगे।","और दाऊद भागकर बच निकला, और रामा में शमूएल के पास पहुंचकर जो कुछ शाऊल ने उस से किया था सब उसे कह सुनाया। तब वह और शमूएल जा कर नबायोत में रहने लगे।"
7726,verse,1 Samuel,19,19,जब शाऊल को इसका समाचार मिला कि दाऊद रामा के नबायोत में है,जब शाऊल को इसका समाचार मिला कि दाऊद रामा के नबायोत में है
7727,verse,1 Samuel,19,20,"तब शाऊल ने दाऊद के पकड़ लाने के लिये दूत भेजे; और जब शाऊल के दूतों ने नबियों के दल को नबूवत करते हुए, और शमूएल को उनकी प्रधानता करते हुए देखा, तब परमेश्वर का आत्मा उन पर चढ़ा, और वे भी नबूवत करने लगे।","तब शाऊल ने दाऊद के पकड़ लाने के लिये दूत भेजे; और जब शाऊल के दूतों ने नबियों के दल को नबूवत करते हुए, और शमूएल को उनकी प्रधानता करते हुए देखा, तब परमेश्वर का आत्मा उन पर चढ़ा, और वे भी नबूवत करने लगे।"
7728,verse,1 Samuel,19,21,"इसका समाचार पाकर शाऊल ने और दूत भेजे, और वे भी नबूवत करने लगे। फिर शाऊल ने तीसरी बार दूत भेजे, और वे भी नबूवत करने लगे।","इसका समाचार पाकर शाऊल ने और दूत भेजे, और वे भी नबूवत करने लगे। फिर शाऊल ने तीसरी बार दूत भेजे, और वे भी नबूवत करने लगे।"
7729,verse,1 Samuel,19,22,"तब वह आप ही रामा को चला, और उस बड़े गड़हे पर जो सेकू में है पहुंचकर पूछने लगा, कि शमूएल और दाऊद कहां है? किसी ने कहा, वे तो रामा के नबायोत में हैं।","तब वह आप ही रामा को चला, और उस बड़े गड़हे पर जो सेकू में है पहुंचकर पूछने लगा, कि शमूएल और दाऊद कहां है? किसी ने कहा, वे तो रामा के नबायोत में हैं।"
7730,verse,1 Samuel,19,23,"तब वह उधर, अर्थात रामा के नबायोत को चला; और परमेश्वर का आत्मा उस पर भी चढ़ा, और वह रामा के नबायोत को पहुंचने तक नबूवत करता हुआ चला गया।","तब वह उधर, अर्थात रामा के नबायोत को चला; और परमेश्वर का आत्मा उस पर भी चढ़ा, और वह रामा के नबायोत को पहुंचने तक नबूवत करता हुआ चला गया।"
7731,verse,1 Samuel,19,24,"और उसने भी अपने वस्त्र उतारे, और शमूएल के साम्हने नबूवत करने लगा, और भूमि पर गिरकर दिन और रात नंगा पड़ा रहा। इस कारण से यह कहावत चली, कि क्या शाऊल भी नबियों में से है?","और उसने भी अपने वस्त्र उतारे, और शमूएल के साम्हने नबूवत करने लगा, और भूमि पर गिरकर दिन और रात नंगा पड़ा रहा। इस कारण से यह कहावत चली, कि क्या शाऊल भी नबियों में से है?"
7732,verse,1 Samuel,20,1,"फिर दाऊद रामा के नबायोत से भागा, और योनातन के पास जा कर कहने लगा, मैं ने क्या किया है? मुझ से क्या पाप हुआ? मैं ने तेरे पिता की दृष्टि में ऐसा कौन सा अपराध किया है, कि वह मेरे प्राण की खोज में रहता है?","फिर दाऊद रामा के नबायोत से भागा, और योनातन के पास जा कर कहने लगा, मैं ने क्या किया है? मुझ से क्या पाप हुआ? मैं ने तेरे पिता की दृष्टि में ऐसा कौन सा अपराध किया है, कि वह मेरे प्राण की खोज में रहता है?"
7733,verse,1 Samuel,20,2,"उसने उस से कहा, ऐसी बात नहीं है; तू मारा न जाएगा। सुन, मेरा पिता मुझ को बिना जताए न तो कोई बड़ा काम करता है और न कोई छोटा; फिर वह ऐसी बात को मुझ से क्यों छिपाएगा? ऐसी कोई बात नहीं है।","उसने उस से कहा, ऐसी बात नहीं है; तू मारा न जाएगा। सुन, मेरा पिता मुझ को बिना जताए न तो कोई बड़ा काम करता है और न कोई छोटा; फिर वह ऐसी बात को मुझ से क्यों छिपाएगा? ऐसी कोई बात नहीं है।"
7734,verse,1 Samuel,20,3,"फिर दाऊद ने शपथ खाकर कहा, तेरा पिता निश्चय जानता है कि तेरे अनुग्रह की दृष्टि मुझ पर है; और वह सोचता होगा, कि योनातन इस बात को न जानने पाए, ऐसा न हो कि वह खेदित हो जाए। परन्तु यहोवा के जीवन की शपथ और तेरे जीवन की शपथ, नि:सन्देह, मेरे और मृत्यु के बीच डग ही भर का अन्तर है।","फिर दाऊद ने शपथ खाकर कहा, तेरा पिता निश्चय जानता है कि तेरे अनुग्रह की दृष्टि मुझ पर है; और वह सोचता होगा, कि योनातन इस बात को न जानने पाए, ऐसा न हो कि वह खेदित हो जाए। परन्तु यहोवा के जीवन की शपथ और तेरे जीवन की शपथ, नि:सन्देह, मेरे और मृत्यु के बीच डग ही भर का अन्तर है।"
7735,verse,1 Samuel,20,4,"योनातान ने दाऊद से कहा, जो कुछ तेरा जी चाहे वही मैं तेरे लिये करूंगा।","योनातान ने दाऊद से कहा, जो कुछ तेरा जी चाहे वही मैं तेरे लिये करूंगा।"
7736,verse,1 Samuel,20,5,"दाऊद ने योनातान से कहा, सुन कल नया चाँद होगा, और मुझे उचित है कि राजा के साथ बैठकर भोजन करूं; परन्तु तू मुझे विदा कर, और मैं परसों सांझ तक मैदान में छिपा रहूंगा।","दाऊद ने योनातान से कहा, सुन कल नया चाँद होगा, और मुझे उचित है कि राजा के साथ बैठकर भोजन करूं; परन्तु तू मुझे विदा कर, और मैं परसों सांझ तक मैदान में छिपा रहूंगा।"
7737,verse,1 Samuel,20,6,"यदि तेरा पिता मेरी कुछ चिन्ता करे, तो कहना, कि दाऊद ने अपने नगर बेतलेहेम को शीघ्र जाने के लिये मुझ से बिनती करके छुट्टी मांगी है; क्योंकि वहां उसके समस्त कुल के लिये वाषिर्क यज्ञ है।","यदि तेरा पिता मेरी कुछ चिन्ता करे, तो कहना, कि दाऊद ने अपने नगर बेतलेहेम को शीघ्र जाने के लिये मुझ से बिनती करके छुट्टी मांगी है; क्योंकि वहां उसके समस्त कुल के लिये वाषिर्क यज्ञ है।"
7738,verse,1 Samuel,20,7,"यदि वह यों कहे, कि अच्छा! तब तो तेरे दास के लिये कुशल होगा; परन्तु यदि उसका कोप बहुत भड़क उठे, तो जान लेना कि उसने बुराई ठानी है।","यदि वह यों कहे, कि अच्छा! तब तो तेरे दास के लिये कुशल होगा; परन्तु यदि उसका कोप बहुत भड़क उठे, तो जान लेना कि उसने बुराई ठानी है।"
7739,verse,1 Samuel,20,8,"और तू अपने दास से कृपा का व्यवहार करना, क्योंकि तू ने यहोवा की शपथ खिलाकर अपने दास को अपने साथ वाचा बन्धाई है। परन्तु यदि मुझ से कुछ अपराध हुआ हो, तो तू आप मुझे मार डाल; तू मुझे अपने पिता के पास क्यों पहुंचाए?","और तू अपने दास से कृपा का व्यवहार करना, क्योंकि तू ने यहोवा की शपथ खिलाकर अपने दास को अपने साथ वाचा बन्धाई है। परन्तु यदि मुझ से कुछ अपराध हुआ हो, तो तू आप मुझे मार डाल; तू मुझे अपने पिता के पास क्यों पहुंचाए?"
7740,verse,1 Samuel,20,9,"योनातन ने कहा, ऐसी बात कभी न होगी! यदि मैं निश्चय जानता कि मेरे पिता ने तुझ से बुराई करनी ठानी है, तो क्या मैं तुझ को न बताता?","योनातन ने कहा, ऐसी बात कभी न होगी! यदि मैं निश्चय जानता कि मेरे पिता ने तुझ से बुराई करनी ठानी है, तो क्या मैं तुझ को न बताता?"
7741,verse,1 Samuel,20,10,"दाऊद ने योनातन से कहा, यदि तेरा पिता तुझ को कठोर उत्तर दे, तो कौन मुझे बताएगा?","दाऊद ने योनातन से कहा, यदि तेरा पिता तुझ को कठोर उत्तर दे, तो कौन मुझे बताएगा?"
7742,verse,1 Samuel,20,11,"योनातन ने दाऊद से कहा, चल हम मैदान को निकल जाएं। और वे दोनों मैदान की ओर चले गए॥","योनातन ने दाऊद से कहा, चल हम मैदान को निकल जाएं। और वे दोनों मैदान की ओर चले गए॥"
7743,verse,1 Samuel,20,12,"तब योनातन दाऊद से कहने लगा; इस्राएल के परमेश्वर यहोवा की शपथ, जब मैं कल वा परसों इसी समय अपने पिता का भेद पांऊ, तब यदि दाऊद की भलाई देखूं, तो क्या मैं उसी समय तेरे पास दूत भेज कर तुझे न बताऊंगा?","तब योनातन दाऊद से कहने लगा; इस्राएल के परमेश्वर यहोवा की शपथ, जब मैं कल वा परसों इसी समय अपने पिता का भेद पांऊ, तब यदि दाऊद की भलाई देखूं, तो क्या मैं उसी समय तेरे पास दूत भेज कर तुझे न बताऊंगा?"
7744,verse,1 Samuel,20,13,"यदि मेरे पिता का मन तेरी बुराई करने का हो, और मैं तुझ पर यह प्रगट करके तुझे विदा न करूँ कि तू कुशल के साथ चला जाए, तो यहोवा योनातन से ऐसा ही वरन इस से भी अधिक करे। और यहोवा तेरे साथ वैसा ही रहे जैसा वह मेरे पिता के साथ रहा।","यदि मेरे पिता का मन तेरी बुराई करने का हो, और मैं तुझ पर यह प्रगट करके तुझे विदा न करूँ कि तू कुशल के साथ चला जाए, तो यहोवा योनातन से ऐसा ही वरन इस से भी अधिक करे। और यहोवा तेरे साथ वैसा ही रहे जैसा वह मेरे पिता के साथ रहा।"
7745,verse,1 Samuel,20,14,"और न केवल जब तक मैं जीवित रहूं, तब तक मुझ पर यहोवा की सी कृपा ऐसा करना, कि मैं न मरूं;","और न केवल जब तक मैं जीवित रहूं, तब तक मुझ पर यहोवा की सी कृपा ऐसा करना, कि मैं न मरूं;"
7746,verse,1 Samuel,20,15,"परन्तु मेरे घराने पर से भी अपनी कृपादृष्टि कभी न हटाना! वरन जब यहोवा दाऊद के हर एक शत्रु को पृथ्वी पर से नाश कर चुकेगा, तब भी ऐसा न करना।","परन्तु मेरे घराने पर से भी अपनी कृपादृष्टि कभी न हटाना! वरन जब यहोवा दाऊद के हर एक शत्रु को पृथ्वी पर से नाश कर चुकेगा, तब भी ऐसा न करना।"
7747,verse,1 Samuel,20,16,"इस प्रकार योनातन ने दाऊद के घराने से यह कहकर वाचा बन्धाई, कि यहोवा दाऊद के शत्रुओं से पलटा ले।","इस प्रकार योनातन ने दाऊद के घराने से यह कहकर वाचा बन्धाई, कि यहोवा दाऊद के शत्रुओं से पलटा ले।"
7748,verse,1 Samuel,20,17,"और योनातन दाऊद से प्रेम रखता था, और उसने उसको फिर शपथ खिलाई; क्योंकि वह उसने अपने प्राण के बारबर प्रेम रखता था।","और योनातन दाऊद से प्रेम रखता था, और उसने उसको फिर शपथ खिलाई; क्योंकि वह उसने अपने प्राण के बारबर प्रेम रखता था।"
7749,verse,1 Samuel,20,18,"तब योनातन ने उस से कहा, कल नया चाँद होगा; और तेरी चिन्ता की जाएगी, क्योंकि तेरी कुर्सी खाली रहेगी।","तब योनातन ने उस से कहा, कल नया चाँद होगा; और तेरी चिन्ता की जाएगी, क्योंकि तेरी कुर्सी खाली रहेगी।"
7750,verse,1 Samuel,20,19,"और तू तीन दिन के बीतने पर तुरन्त आना, और उस स्थान पर जा कर जहां तू उस काम के दिन छिपा था, अर्थात एजेल नाम पत्थर के पास रहना।","और तू तीन दिन के बीतने पर तुरन्त आना, और उस स्थान पर जा कर जहां तू उस काम के दिन छिपा था, अर्थात एजेल नाम पत्थर के पास रहना।"
7751,verse,1 Samuel,20,20,"तब मैं उसकी अलंग, मानो अपने किसी ठहराए हुए चिन्ह पर तीन तीर चलाऊंगा।","तब मैं उसकी अलंग, मानो अपने किसी ठहराए हुए चिन्ह पर तीन तीर चलाऊंगा।"
7752,verse,1 Samuel,20,21,"फिर मैं अपने टहलुए छोकरे को यह कहकर भेजूंगा, कि जा कर तीरों को ढूंढ ले आ। यदि मैं उस छोकरे से साफ साफ कहूं, कि देख तीर इधर तेरी इस अलंग पर हैं, तो तू उसे ले आ, क्योंकि यहोवा के जीवन की शपथ, तेरे लिये कुशल को छोड़ और कुछ न होगा।","फिर मैं अपने टहलुए छोकरे को यह कहकर भेजूंगा, कि जा कर तीरों को ढूंढ ले आ। यदि मैं उस छोकरे से साफ साफ कहूं, कि देख तीर इधर तेरी इस अलंग पर हैं, तो तू उसे ले आ, क्योंकि यहोवा के जीवन की शपथ, तेरे लिये कुशल को छोड़ और कुछ न होगा।"
7753,verse,1 Samuel,20,22,"परन्तु यदि मैं छोकरे से यों कहूं, कि सुन, तीर उधर तेरे उस अलंग पर है, तो तू चला जाना, क्योंकि यहोवा ने तुझे विदा किया है।","परन्तु यदि मैं छोकरे से यों कहूं, कि सुन, तीर उधर तेरे उस अलंग पर है, तो तू चला जाना, क्योंकि यहोवा ने तुझे विदा किया है।"
7754,verse,1 Samuel,20,23,"और उस बात के विषय जिसकी चर्चा मैं ने और तू ने आपस में की है, यहोवा मेरे और तेरे मध्य में सदा रहे॥","और उस बात के विषय जिसकी चर्चा मैं ने और तू ने आपस में की है, यहोवा मेरे और तेरे मध्य में सदा रहे॥"
7755,verse,1 Samuel,20,24,"इसलिये दाऊद मैदान में जा छिपा; और जब नया चाँद हुआ, तक राजा भोजन करने को बैठा।","इसलिये दाऊद मैदान में जा छिपा; और जब नया चाँद हुआ, तक राजा भोजन करने को बैठा।"
7756,verse,1 Samuel,20,25,"राजा तो पहिले की नाईं अपने उस आसन पर बैठा जो भीत के पास था; और योनातन खड़ा हुआ, और अब्नेर शाऊल के निकट बैठा, परन्तु दाऊद का स्थान खाली रहा।","राजा तो पहिले की नाईं अपने उस आसन पर बैठा जो भीत के पास था; और योनातन खड़ा हुआ, और अब्नेर शाऊल के निकट बैठा, परन्तु दाऊद का स्थान खाली रहा।"
7757,verse,1 Samuel,20,26,"उस दिन तो शाऊल यह सोचकर चुप रहा, कि इसका कोई न कोई कारण होगा; वह अशुद्ध होगा, नि:सन्देह शुद्ध न होगा।","उस दिन तो शाऊल यह सोचकर चुप रहा, कि इसका कोई न कोई कारण होगा; वह अशुद्ध होगा, नि:सन्देह शुद्ध न होगा।"
7758,verse,1 Samuel,20,27,"फिर नये चाँद के दूसरे दिन को दाऊद का स्थान खाली रहा। और शाऊल ने अपने पुत्र योनातन से पूछा, क्या कारण है कि यिशै का पुत्र न तो कल भोजन पर आया था, और न आज ही आया है?","फिर नये चाँद के दूसरे दिन को दाऊद का स्थान खाली रहा। और शाऊल ने अपने पुत्र योनातन से पूछा, क्या कारण है कि यिशै का पुत्र न तो कल भोजन पर आया था, और न आज ही आया है?"
7759,verse,1 Samuel,20,28,"योनातन ने शाऊल से कहा, दाऊद ने बेतलेहेम जाने के लिये मुझ से बिनती करके छुट्टी मांगी;","योनातन ने शाऊल से कहा, दाऊद ने बेतलेहेम जाने के लिये मुझ से बिनती करके छुट्टी मांगी;"
7760,verse,1 Samuel,20,29,"और कहा, मुझे जाने दे; क्योंकि उस नगर में हमारे कुल का यज्ञ है, और मेरे भाई ने मुझ को वहां उपस्थित होने की आज्ञा दी है। और अब यदि मुझ पर तेरे अनुग्रह की दृष्टि हो, तो मुझे जाने दे कि मैं अपने भाइयों से भेंट कर आऊं। इसी कारण वह राजा की मेज पर नहीं आया।","और कहा, मुझे जाने दे; क्योंकि उस नगर में हमारे कुल का यज्ञ है, और मेरे भाई ने मुझ को वहां उपस्थित होने की आज्ञा दी है। और अब यदि मुझ पर तेरे अनुग्रह की दृष्टि हो, तो मुझे जाने दे कि मैं अपने भाइयों से भेंट कर आऊं। इसी कारण वह राजा की मेज पर नहीं आया।"
7761,verse,1 Samuel,20,30,"तब शाऊल का कोप योनातन पर भड़क उठा, और उसने उस से कहा, हे कुटिला राजद्रोही के पुत्र, क्या मैं नहीं जानता कि तेरा मन तो यिशै के पुत्र पर लगा है? इसी से तेरी आशा का टूटना और तेरी माता का अनादर ही होगा।","तब शाऊल का कोप योनातन पर भड़क उठा, और उसने उस से कहा, हे कुटिला राजद्रोही के पुत्र, क्या मैं नहीं जानता कि तेरा मन तो यिशै के पुत्र पर लगा है? इसी से तेरी आशा का टूटना और तेरी माता का अनादर ही होगा।"
7762,verse,1 Samuel,20,31,"क्योंकि जब तक यिशै का पुत्र भूमि पर जीवित रहेगा, तब तक न तो तू और न तेरा राज्य स्थिर रहेगा। इसलिये अभी भेज कर उसे मेरे पास ला, क्योंकि निश्चय वह मार डाला जाएगा।","क्योंकि जब तक यिशै का पुत्र भूमि पर जीवित रहेगा, तब तक न तो तू और न तेरा राज्य स्थिर रहेगा। इसलिये अभी भेज कर उसे मेरे पास ला, क्योंकि निश्चय वह मार डाला जाएगा।"
